customer_id,age,annual_income,employment_length_years,total_debt_outstanding,debt_to_income_ratio,credit_utilization_ratio,num_open_accounts,missed_payments_history,loan_amount_requested,loan_purpose,creditworthiness_target
CUST_102385,39,90413.25,13.6,39955.0,0.4419,0.1015,6,0,44253.78,Car,1
CUST_102386,56,53904.49,14.8,19025.73,0.353,0.1164,8,2,5529.98,Car,1
CUST_102387,30,58338.65,5.1,35347.95,0.6059,0.3144,6,0,55860.7,Personal,0
CUST_102388,53,83435.81,6.5,58745.12,0.7041,0.8542,6,0,92124.54,Personal,0
CUST_102389,25,69673.07,0.5,33819.29,0.4854,0.4006,11,0,83512.68,Home,1
CUST_102390,67,95933.93,12.8,7267.68,0.0758,0.215,4,2,63283.75,Home,1
CUST_102391,69,17603.51,29.1,9596.34,0.5451,0.0496,8,0,7697.68,Business,1
CUST_102392,55,76939.16,5.9,7256.33,0.0943,0.3382,3,0,68416.01,Personal,1
CUST_102393,64,100626.96,32.4,54649.0,0.5431,0.7436,4,0,91581.52,Home,1
CUST_102394,54,30167.77,8.5,18041.05,0.598,0.2644,6,0,15599.97,Home,1
CUST_102395,53,61030.25,8.0,12707.36,0.2082,0.4075,8,0,44072.62,Business,1
CUST_102396,41,31970.13,4.8,22554.19,0.7055,0.3815,5,1,32096.34,Home,1
CUST_102397,37,157622.87,1.9,122767.43,0.7789,0.8497,3,0,48562.33,Home,1
CUST_102398,42,16529.77,14.1,11578.6,0.7005,0.9269,8,0,2025.23,Home,1
CUST_102399,68,54015.34,34.2,15885.23,0.2941,0.7893,4,0,37468.61,Home,1
CUST_102400,57,23195.66,19.6,12045.84,0.5193,0.8944,10,0,19271.68,Personal,1
CUST_102401,35,71050.19,3.5,55550.74,0.7819,0.5568,7,2,52042.15,Education,0
CUST_102402,55,23705.32,10.5,7266.43,0.3065,0.107,5,0,17918.11,Home,1
CUST_102403,48,27077.13,12.1,19117.06,0.706,0.7597,7,2,14415.92,Business,0
CUST_102404,27,45687.83,5.4,2630.71,0.0576,0.0769,8,1,37310.7,Car,1
CUST_102405,52,125842.39,8.7,6659.25,0.0529,0.2209,8,0,18510.44,Car,1
CUST_102406,31,25705.27,6.7,16908.14,0.6578,0.0833,8,0,6845.39,Personal,1
CUST_102407,30,22009.44,4.1,14507.7,0.6592,0.1448,8,1,12969.93,Education,1
CUST_102408,29,79028.8,2.8,53832.98,0.6812,0.602,10,2,89878.42,Personal,0
CUST_102409,34,46247.42,5.9,36721.44,0.794,0.3461,7,0,37411.44,Personal,1
CUST_102410,33,124259.08,1.9,17933.7,0.1443,0.2476,9,0,60987.15,Education,1
CUST_102411,45,22134.48,16.5,5214.62,0.2356,0.3753,9,1,13363.81,Car,1
CUST_102412,22,61721.46,0.5,47709.45,0.773,0.1856,5,0,63585.32,Business,1
CUST_102413,55,26929.99,21.3,5164.87,0.1918,0.1358,9,0,18762.57,Education,1
CUST_102414,27,22672.69,1.0,13508.01,0.5958,0.7407,7,0,3461.07,Car,1
CUST_102415,41,66759.41,16.1,31668.69,0.4744,0.3883,11,0,37288.63,Home,1
CUST_102416,38,55528.15,4.2,6472.08,0.1166,0.8081,3,0,29254.05,Education,1
CUST_102417,23,78260.69,2.2,21772.98,0.2782,0.6625,8,0,85294.66,Education,1
CUST_102418,62,31662.83,28.0,14764.31,0.4663,0.3124,8,1,13803.51,Car,1
CUST_102419,59,41737.01,30.3,30546.49,0.7319,0.1194,9,0,7143.81,Home,1
CUST_102420,61,38399.41,17.8,23655.22,0.616,0.2642,6,1,18827.36,Personal,1
CUST_102421,69,201334.82,29.8,110232.13,0.5475,0.3324,9,3,29855.41,Education,1
CUST_102422,31,30554.83,4.0,13652.7,0.4468,0.8168,13,0,31029.06,Education,0
CUST_102423,59,30718.42,8.9,8876.0,0.2889,0.9283,9,1,23015.09,Home,0
CUST_102424,44,34701.21,9.8,5045.41,0.1454,0.046,8,3,21386.84,Home,0
CUST_102425,66,52416.44,9.9,19774.67,0.3773,0.7234,9,1,25989.62,Car,0
CUST_102426,39,28085.27,15.0,2045.02,0.0728,0.2035,6,0,15711.53,Home,1
CUST_102427,24,126083.44,0.7,27592.69,0.2188,0.838,6,2,121875.42,Personal,0
CUST_102428,46,28896.81,13.3,11442.75,0.396,0.7244,4,1,8611.72,Car,1
CUST_102429,58,116771.74,20.5,44943.59,0.3849,0.8902,4,0,20853.41,Home,1
CUST_102430,62,19915.31,20.0,1701.49,0.0854,0.1657,5,0,14297.15,Home,1
CUST_102431,52,63093.78,18.0,32887.51,0.5212,0.0961,8,1,65920.18,Personal,1
CUST_102432,59,121875.0,7.1,59687.96,0.4897,0.8408,11,0,87562.37,Education,1
CUST_102433,65,23317.08,22.0,2622.79,0.1125,0.1881,4,2,22752.12,Car,1
CUST_102434,66,170353.02,13.8,137054.19,0.8045,0.2063,8,3,184327.93,Personal,0
CUST_102435,56,42139.2,27.3,5457.29,0.1295,0.0981,6,0,7777.91,Personal,1
CUST_102436,60,146107.92,25.3,107223.83,0.7339,0.4793,8,1,109303.07,Home,1
CUST_102437,57,65829.57,28.9,3307.79,0.0502,0.2228,5,0,66885.0,Personal,1
CUST_102438,53,31152.5,4.2,23545.83,0.7558,0.2159,2,0,25167.91,Business,1
CUST_102439,56,24388.24,10.8,1604.16,0.0658,0.0836,4,3,18308.07,Home,0
CUST_102440,23,31291.13,0.7,20534.79,0.6562,0.3818,9,0,30254.87,Car,0
CUST_102441,29,19393.44,1.0,6581.22,0.3394,0.1417,7,0,17027.25,Home,1
CUST_102442,28,21989.88,2.2,14086.13,0.6406,0.3887,9,1,14332.68,Car,0
CUST_102443,53,19974.85,19.0,7418.58,0.3714,0.2298,8,0,2965.0,Home,1
CUST_102444,26,39741.68,1.6,4241.48,0.1067,0.4309,8,1,30786.72,Car,1
CUST_102445,61,86440.68,18.7,57397.07,0.664,0.3592,11,2,28913.78,Home,0
CUST_102446,59,21859.48,28.1,2339.01,0.107,0.325,5,0,8295.56,Home,1
CUST_102447,24,21283.37,2.3,16764.83,0.7877,0.2541,8,0,18037.62,Home,1
CUST_102448,33,61404.98,4.9,5574.3,0.0908,0.0678,9,0,36745.02,Car,1
CUST_102449,69,24883.28,17.7,10785.91,0.4335,0.5662,8,2,22107.75,Car,0
CUST_102450,22,19621.88,0.8,12330.93,0.6284,0.4228,5,0,10435.2,Home,1
CUST_102451,25,23214.29,1.1,8463.86,0.3646,0.1393,4,0,24538.31,Education,1
CUST_102452,64,130807.23,23.9,29272.93,0.2238,0.146,6,0,74530.71,Home,1
CUST_102453,47,92535.25,9.6,60820.9,0.6573,0.225,9,2,59519.2,Car,0
CUST_102454,52,34667.51,22.3,23485.01,0.6774,0.3345,7,0,8281.97,Car,1
CUST_102455,41,62996.67,13.2,49651.2,0.7882,0.4769,9,0,41194.88,Personal,1
CUST_102456,28,49678.07,4.2,17433.63,0.3509,0.3022,11,0,18071.9,Education,1
CUST_102457,58,65871.95,13.5,29971.83,0.455,0.7995,6,1,61872.13,Personal,0
CUST_102458,28,66651.75,2.0,22695.1,0.3405,0.9407,7,0,59016.73,Business,0
CUST_102459,23,59587.64,1.9,15234.5,0.2557,0.1587,10,2,6997.23,Home,1
CUST_102460,64,28922.3,19.4,18823.4,0.6508,0.6943,7,0,18602.63,Home,1
CUST_102461,23,16790.44,0.8,5401.85,0.3217,0.1607,7,0,2517.45,Personal,1
CUST_102462,42,42360.45,5.2,16627.3,0.3925,0.7463,7,0,30762.55,Education,1
CUST_102463,26,114727.55,1.3,42786.37,0.3729,0.1644,7,0,125259.86,Education,1
CUST_102464,22,52926.07,1.3,32820.99,0.6201,0.974,8,0,55778.03,Car,0
CUST_102465,43,95375.47,6.0,74796.92,0.7842,0.8002,8,0,35116.92,Home,0
CUST_102466,64,230209.16,20.6,134305.14,0.5834,0.8383,9,0,58501.95,Personal,1
CUST_102467,22,23040.05,0.8,9844.23,0.4273,0.0781,10,3,22352.79,Car,0
CUST_102468,58,67962.02,19.2,45763.18,0.6734,0.9788,4,2,47627.85,Car,0
CUST_102469,37,65479.15,12.1,36850.16,0.5628,0.357,5,0,37075.09,Personal,1
CUST_102470,55,190940.9,24.8,18805.44,0.0985,0.124,8,0,189326.96,Business,1
CUST_102471,54,205826.01,14.1,26043.34,0.1265,0.9284,5,0,77753.38,Personal,1
CUST_102472,43,67223.66,2.5,5400.32,0.0803,0.2609,3,2,23331.26,Business,1
CUST_102473,50,27564.2,12.0,11451.63,0.4155,0.1778,6,0,21310.57,Car,1
CUST_102474,28,87100.94,4.2,61901.14,0.7107,0.2199,9,0,34826.76,Personal,1
CUST_102475,42,20094.06,10.8,6037.59,0.3005,0.1995,10,0,11442.95,Personal,1
CUST_102476,64,83279.02,24.5,29757.94,0.3573,0.3272,6,1,49992.06,Car,1
CUST_102477,56,123455.72,7.5,95996.91,0.7776,0.1031,12,0,40188.07,Car,1
CUST_102478,25,36717.73,2.8,26419.24,0.7195,0.3408,8,0,6163.19,Home,1
CUST_102479,33,59818.68,3.0,34816.77,0.582,0.5035,7,0,56429.7,Home,0
CUST_102480,49,40306.62,18.1,10618.5,0.2634,0.523,9,1,38772.8,Car,1
CUST_102481,51,40912.6,10.5,5876.41,0.1436,0.1413,5,0,31020.2,Business,1
CUST_102482,67,31722.06,28.1,1993.64,0.0628,0.4461,7,0,8357.83,Personal,1
CUST_102483,36,79621.32,2.1,10797.33,0.1356,0.5271,6,0,49670.53,Home,1
CUST_102484,62,138823.57,16.2,39436.6,0.2841,0.7223,9,0,41048.64,Business,1
CUST_102485,50,142170.18,17.8,69866.98,0.4914,0.3086,5,0,152036.9,Car,1
CUST_102486,36,23644.81,4.1,2392.86,0.1012,0.0937,8,0,20500.46,Home,1
CUST_102487,32,108482.68,7.9,17246.82,0.159,0.8735,5,0,14592.46,Business,1
CUST_102488,37,75175.94,9.2,14649.13,0.1949,0.0477,8,0,7655.35,Business,1
CUST_102489,36,28116.26,8.2,15620.99,0.5556,0.7931,3,0,33237.27,Personal,0
CUST_102490,32,18134.48,4.2,9840.35,0.5426,0.8525,2,2,2608.31,Education,0
CUST_102491,28,29038.7,3.5,14246.75,0.4906,0.3467,5,0,30561.66,Home,1
CUST_102492,40,124475.44,10.4,31168.79,0.2504,0.9229,6,0,143320.67,Home,1
CUST_102493,23,60129.62,1.3,20858.71,0.3469,0.4107,5,0,26391.74,Business,1
CUST_102494,36,72453.27,9.4,9227.05,0.1274,0.8489,11,1,50293.45,Home,0
CUST_102495,50,28376.89,12.1,6559.84,0.2312,0.2853,6,0,23046.26,Car,1
CUST_102496,65,72185.23,10.9,55450.11,0.7682,0.4186,6,1,48542.37,Personal,1
CUST_102497,43,16283.6,5.7,13576.51,0.8338,0.6055,8,0,5452.64,Personal,0
CUST_102498,48,36173.31,2.9,20551.06,0.5681,0.2619,8,0,26745.03,Car,1
CUST_102499,60,59348.21,12.4,46496.87,0.7835,0.7213,4,0,22821.64,Car,1
CUST_102500,25,22107.17,3.1,12472.72,0.5642,0.4247,5,0,6223.71,Car,1
CUST_102501,40,92923.16,13.1,7113.94,0.0766,0.2237,4,0,60964.7,Car,1
CUST_102502,60,27056.42,9.7,22927.88,0.8474,0.6072,9,1,13777.09,Personal,0
CUST_102503,64,62536.24,33.9,8077.3,0.1292,0.2151,4,0,8139.14,Home,1
CUST_102504,21,38378.64,0.5,22878.02,0.5961,0.297,5,0,43929.94,Personal,1
CUST_102505,50,55790.17,22.3,14074.13,0.2523,0.2237,12,0,8006.57,Home,1
CUST_102506,41,20115.3,12.5,7313.62,0.3636,0.5098,11,0,21991.08,Home,1
CUST_102507,40,15767.59,12.1,8936.24,0.5667,0.1687,7,0,4867.61,Home,1
CUST_102508,26,123140.29,1.0,49156.36,0.3992,0.859,9,0,31529.89,Home,1
CUST_102509,42,29139.18,5.6,7297.52,0.2504,0.5232,6,2,5130.84,Personal,0
CUST_102510,38,92085.25,1.9,29242.31,0.3176,0.7072,4,1,52329.76,Car,0
CUST_102511,28,345255.03,4.8,111599.72,0.3232,0.3121,6,3,257404.45,Home,0
CUST_102512,59,25689.11,13.3,20999.8,0.8175,0.8045,7,3,28106.66,Home,0
CUST_102513,52,28865.27,20.8,19885.01,0.6889,0.3407,4,1,27771.95,Personal,0
CUST_102514,53,63926.54,11.1,26647.08,0.4168,0.0985,3,1,17617.26,Car,1
CUST_102515,36,166438.87,10.8,34928.32,0.2099,0.8434,7,0,47351.6,Home,1
CUST_102516,32,126362.89,2.3,88304.02,0.6988,0.0746,8,0,13770.57,Car,1
CUST_102517,58,46451.17,8.4,8163.61,0.1757,0.608,5,1,39790.24,Car,1
CUST_102518,54,86337.75,11.5,18853.55,0.2184,0.2949,8,0,10293.81,Car,1
CUST_102519,34,21564.98,5.4,7392.71,0.3428,0.0615,8,0,5443.07,Home,1
CUST_102520,56,185617.34,12.4,140007.18,0.7543,0.8934,4,1,148123.32,Car,0
CUST_102521,53,165034.36,20.9,25651.18,0.1554,0.0032,5,0,43782.81,Personal,1
CUST_102522,43,23046.11,3.9,3405.92,0.1478,0.0489,9,1,6188.77,Business,1
CUST_102523,65,31013.3,15.6,13806.5,0.4452,0.1229,5,0,11084.26,Home,1
CUST_102524,22,19748.97,1.4,5354.51,0.2711,0.1339,4,1,10344.25,Education,1
CUST_102525,61,29267.99,6.0,14779.82,0.505,0.8519,11,2,3180.05,Home,0
CUST_102526,41,91166.07,16.0,37497.46,0.4113,0.3407,3,0,83933.74,Home,1
CUST_102527,22,36389.52,1.6,14481.84,0.398,0.7456,5,0,34613.93,Car,0
CUST_102528,47,19164.78,4.4,2674.99,0.1396,0.1561,6,0,9647.91,Personal,1
CUST_102529,29,33850.19,2.7,5512.16,0.1628,0.5552,9,0,33103.33,Car,1
CUST_102530,21,194266.41,0.4,137319.71,0.7069,0.9797,7,0,80280.36,Personal,1
CUST_102531,31,59702.89,7.1,45296.95,0.7587,0.2416,7,0,70703.91,Personal,1
CUST_102532,23,39215.85,1.6,9323.44,0.2377,0.2277,5,0,21078.73,Home,1
CUST_102533,43,23197.55,12.7,3265.48,0.1408,0.0438,7,1,19386.15,Education,1
CUST_102534,46,207663.3,16.4,19257.31,0.0927,0.5161,8,1,94422.55,Car,1
CUST_102535,24,92378.68,0.7,49573.92,0.5366,0.8951,6,3,55049.74,Personal,0
CUST_102536,38,29875.11,12.3,18590.76,0.6223,0.7951,9,0,24186.67,Home,0
CUST_102537,26,18269.01,3.6,6362.15,0.3482,0.9898,10,2,8810.73,Home,0
CUST_102538,55,17623.14,17.6,10463.58,0.5937,0.9648,3,1,14490.65,Education,0
CUST_102539,42,20771.84,15.9,12886.17,0.6204,0.2128,6,1,5413.48,Education,1
CUST_102540,63,54119.95,25.4,43202.54,0.7983,0.1607,5,1,34210.73,Education,1
CUST_102541,35,133878.7,3.6,13642.09,0.1019,0.743,4,0,53570.9,Home,1
CUST_102542,42,45899.48,8.8,9355.85,0.2038,0.1585,13,0,51041.66,Home,1
CUST_102543,57,98302.3,16.5,10304.12,0.1048,0.2797,11,2,99007.53,Business,0
CUST_102544,62,41567.37,5.8,30942.55,0.7444,0.209,9,0,26443.56,Car,1
CUST_102545,32,70485.09,9.2,48216.72,0.6841,0.8966,7,0,42229.38,Car,1
CUST_102546,67,74233.21,8.9,37837.68,0.5097,0.1427,8,0,75523.99,Personal,1
CUST_102547,69,23600.25,28.8,2759.59,0.1169,0.4613,9,1,20284.3,Home,1
CUST_102548,62,35168.51,19.1,9448.02,0.2686,0.1275,9,2,29951.36,Education,0
CUST_102549,58,60638.33,4.5,17474.5,0.2882,0.3547,6,0,42633.6,Home,1
CUST_102550,38,18299.4,13.5,9123.98,0.4986,0.4338,12,0,19188.67,Home,1
CUST_102551,65,35191.34,31.3,9024.3,0.2564,0.3434,6,0,10854.75,Education,1
CUST_102552,55,49437.9,16.3,5357.48,0.1084,0.177,7,2,51814.61,Home,0
CUST_102553,50,266064.93,7.8,168847.42,0.6346,0.868,6,0,179012.54,Personal,1
CUST_102554,44,43956.1,4.4,12714.92,0.2893,0.1854,7,0,34437.86,Car,1
CUST_102555,62,91190.76,14.9,37561.41,0.4119,0.1902,6,0,105659.4,Car,1
CUST_102556,50,40458.85,8.4,6155.14,0.1521,0.7578,12,2,22938.29,Personal,0
CUST_102557,34,86619.86,6.4,59944.29,0.692,0.0873,6,0,72313.31,Education,1
CUST_102558,26,55720.18,4.7,27995.24,0.5024,0.3887,12,2,37574.52,Car,0
CUST_102559,23,112955.72,1.5,87119.19,0.7713,0.1056,4,0,127048.8,Car,1
CUST_102560,36,38815.42,11.6,17326.32,0.4464,0.0816,8,0,24702.53,Home,1
CUST_102561,27,56719.95,3.9,45554.09,0.8031,0.77,6,0,21652.57,Home,1
CUST_102562,34,59743.62,6.1,45613.93,0.7635,0.8691,8,0,37698.6,Car,0
CUST_102563,29,39310.13,6.3,20094.08,0.5112,0.3071,9,0,43572.65,Home,1
CUST_102564,35,22013.23,6.4,17547.07,0.7971,0.7964,5,1,14325.9,Car,0
CUST_102565,41,19420.34,14.9,5990.61,0.3085,0.9504,9,0,5063.96,Car,1
CUST_102566,55,15756.54,10.6,5396.83,0.3425,0.2444,7,3,10962.9,Home,0
CUST_102567,22,108050.27,0.4,9333.64,0.0864,0.3276,7,0,56873.25,Home,1
CUST_102568,47,27141.42,18.9,14150.47,0.5214,0.1984,9,1,22113.51,Personal,1
CUST_102569,22,25693.41,1.0,16123.62,0.6275,0.5668,6,1,9390.61,Home,1
CUST_102570,55,74937.31,25.3,50119.22,0.6688,0.7293,3,0,34060.7,Car,1
CUST_102571,38,32355.88,13.6,5495.74,0.1699,0.6106,5,1,21621.26,Education,0
CUST_102572,34,46738.96,1.9,18944.57,0.4053,0.4944,10,0,10755.08,Business,1
CUST_102573,40,22980.63,9.0,4400.57,0.1915,0.7108,8,0,7619.37,Home,1
CUST_102574,38,159564.25,6.5,92499.7,0.5797,0.3706,4,0,156608.39,Personal,1
CUST_102575,30,100847.34,5.4,17785.14,0.1764,0.9742,8,1,114274.3,Car,0
CUST_102576,45,104709.96,16.4,80975.45,0.7733,0.2588,6,0,122142.99,Home,1
CUST_102577,22,38498.07,0.6,9028.09,0.2345,0.0625,4,0,43540.85,Home,1
CUST_102578,45,79665.16,12.2,22554.94,0.2831,0.5167,10,0,90517.25,Education,1
CUST_102579,53,21990.31,19.7,16068.87,0.7307,0.9522,8,0,22060.72,Personal,0
CUST_102580,56,15389.54,7.0,6413.96,0.4168,0.2465,8,0,13991.8,Home,1
CUST_102581,51,15907.88,20.8,1100.77,0.0692,0.9216,8,0,5647.66,Home,1
CUST_102582,34,54750.47,7.3,24400.59,0.4457,0.2855,10,0,32078.48,Car,1
CUST_102583,21,42346.25,0.8,4981.39,0.1176,0.2481,5,0,22772.22,Business,1
CUST_102584,66,47842.94,15.5,40105.58,0.8383,0.37,6,0,43220.25,Education,1
CUST_102585,36,15337.1,2.8,7982.8,0.5205,0.4344,8,0,9553.86,Car,1
CUST_102586,66,39721.65,20.9,10138.0,0.2552,0.5796,7,0,19709.52,Home,1
CUST_102587,23,71974.05,0.5,36057.14,0.501,0.3536,4,1,71648.9,Home,1
CUST_102588,55,41308.81,27.3,4605.67,0.1115,0.4273,6,0,38206.4,Home,1
CUST_102589,61,74291.4,5.2,51254.61,0.6899,0.7788,7,0,37569.08,Business,0
CUST_102590,26,26938.19,3.8,21288.24,0.7903,0.2282,7,1,15119.14,Business,0
CUST_102591,45,90483.28,11.7,67822.24,0.7496,0.4361,10,0,97948.78,Home,1
CUST_102592,33,54950.06,4.7,17771.18,0.3234,0.2783,11,0,49781.81,Home,1
CUST_102593,54,25650.99,5.0,7967.57,0.3106,0.9145,6,0,22033.71,Home,0
CUST_102594,28,27155.89,4.3,2120.06,0.0781,0.8316,5,3,23975.23,Car,0
CUST_102595,41,59502.45,10.7,33983.06,0.5711,0.1427,4,0,12646.24,Business,1
CUST_102596,54,94722.07,10.1,45269.93,0.4779,0.4051,9,0,68185.84,Personal,1
CUST_102597,24,39174.77,2.9,16354.57,0.4175,0.8901,8,0,16457.37,Education,1
CUST_102598,45,28446.5,7.8,22077.46,0.7761,0.7938,8,0,5499.17,Business,0
CUST_102599,35,105787.2,6.2,19496.91,0.1843,0.1779,1,0,95650.01,Personal,1
CUST_102600,24,64790.15,1.9,3740.53,0.0577,0.9508,4,0,28168.74,Home,1
CUST_102601,65,41746.3,7.7,4535.87,0.1087,0.3745,6,1,18412.8,Personal,1
CUST_102602,32,45115.61,9.0,10317.81,0.2287,0.1955,7,0,36265.78,Car,1
CUST_102603,52,25281.53,11.6,1937.28,0.0766,0.3119,11,2,21056.72,Car,0
CUST_102604,52,59354.15,5.0,26844.4,0.4523,0.2634,7,0,36886.89,Personal,1
CUST_102605,48,34994.59,10.4,10542.9,0.3013,0.7122,6,0,24920.15,Car,1
CUST_102606,33,259641.21,6.8,50470.72,0.1944,0.4499,10,0,268410.85,Car,1
CUST_102607,51,44442.57,14.2,28890.66,0.6501,0.4405,10,0,9679.07,Business,1
CUST_102608,34,44938.93,8.2,9597.21,0.2136,0.3246,7,0,7724.35,Home,1
CUST_102609,40,52546.62,2.8,31532.39,0.6001,0.4396,4,0,43186.46,Education,1
CUST_102610,38,126869.07,5.4,41792.18,0.3294,0.1864,5,0,96952.32,Personal,1
CUST_102611,49,87609.16,19.5,40253.1,0.4595,0.3803,12,1,26678.37,Home,1
CUST_102612,26,41995.22,0.9,33474.12,0.7971,0.2809,9,1,28308.5,Home,0
CUST_102613,52,72074.89,22.4,5757.44,0.0799,0.6345,3,0,66325.81,Home,1
CUST_102614,49,54710.62,4.8,24631.36,0.4502,0.1808,3,0,49506.35,Personal,1
CUST_102615,63,45509.85,29.4,33383.22,0.7335,0.9074,6,0,34373.38,Education,0
CUST_102616,22,24611.28,0.7,12807.2,0.5204,0.1751,9,0,5992.65,Home,1
CUST_102617,43,43057.6,12.2,11689.98,0.2715,0.1473,7,0,18704.56,Business,1
CUST_102618,39,27695.51,3.9,10195.96,0.3681,0.0469,3,0,15131.73,Home,1
CUST_102619,51,125846.19,4.5,74779.38,0.5942,0.2321,8,0,121703.11,Education,1
CUST_102620,25,33386.11,1.3,25461.9,0.7626,0.1354,7,0,23309.86,Car,1
CUST_102621,39,151893.14,3.6,12584.82,0.0829,0.9486,3,0,137694.16,Home,1
CUST_102622,54,49269.5,10.8,5283.22,0.1072,0.4747,6,2,54977.89,Personal,0
CUST_102623,30,59929.58,4.6,18580.64,0.31,0.5013,7,0,47123.56,Car,1
CUST_102624,45,50232.37,12.8,11866.08,0.2362,0.5391,10,0,18126.94,Car,1
CUST_102625,22,21234.77,1.3,5562.34,0.2619,0.1974,6,0,5383.84,Home,1
CUST_102626,31,36209.33,6.2,8220.1,0.227,0.4387,5,0,3642.55,Personal,1
CUST_102627,51,19698.55,16.3,4070.9,0.2067,0.247,7,0,5775.44,Home,1
CUST_102628,35,58892.47,5.8,9098.84,0.1545,0.2393,2,2,23329.23,Home,0
CUST_102629,29,41647.64,3.9,33199.97,0.7972,0.2421,9,0,16524.01,Car,1
CUST_102630,43,82725.46,9.0,13678.78,0.1654,0.6519,6,2,68975.67,Home,0
CUST_102631,39,26207.91,13.1,5595.99,0.2135,0.8939,10,0,6951.99,Home,1
CUST_102632,29,23091.18,2.3,5703.81,0.247,0.2084,7,0,13369.85,Car,1
CUST_102633,55,38464.59,3.6,30633.66,0.7964,0.7576,6,3,4054.12,Business,0
CUST_102634,41,132523.45,11.7,86746.05,0.6546,0.0914,8,0,51323.38,Personal,1
CUST_102635,29,70769.85,2.2,48248.02,0.6818,0.118,9,2,10272.95,Home,1
CUST_102636,48,39429.29,20.2,5275.9,0.1338,0.7855,7,1,34718.11,Education,1
CUST_102637,66,47773.6,32.3,34351.51,0.719,0.3092,7,0,23396.5,Personal,1
CUST_102638,27,18958.72,1.1,7138.99,0.3766,0.8545,7,1,11908.09,Home,0
CUST_102639,36,202732.07,2.8,52762.73,0.2603,0.4483,6,0,190081.28,Home,1
CUST_102640,36,64402.55,7.1,32883.95,0.5106,0.1053,5,0,67572.14,Personal,1
CUST_102641,53,30121.71,17.4,21318.53,0.7077,0.1769,14,0,20131.57,Home,1
CUST_102642,24,54664.2,1.2,36784.73,0.6729,0.2474,6,0,44537.59,Car,1
CUST_102643,24,20217.86,2.4,15405.97,0.762,0.2685,8,1,18389.78,Home,0
CUST_102644,59,166947.11,20.1,132306.54,0.7925,0.7988,10,1,69090.27,Home,1
CUST_102645,60,23645.01,13.1,5686.57,0.2405,0.5186,5,0,20760.02,Car,1
CUST_102646,37,61989.46,2.0,24119.25,0.3891,0.4485,7,0,50772.3,Car,1
CUST_102647,57,27673.78,23.1,1707.55,0.0617,0.4227,9,0,16254.77,Personal,1
CUST_102648,59,71893.23,9.8,54168.48,0.7535,0.7015,6,1,34137.44,Personal,0
CUST_102649,49,82490.23,19.8,14325.07,0.1737,0.7122,9,2,96598.15,Home,0
CUST_102650,56,65358.58,14.2,48311.75,0.7392,0.2734,4,1,77446.68,Home,0
CUST_102651,58,57894.57,19.2,18150.52,0.3135,0.1391,10,0,50056.63,Business,1
CUST_102652,59,115348.96,27.7,39738.51,0.3445,0.2056,7,0,60278.81,Car,1
CUST_102653,57,18685.05,26.1,1519.2,0.0813,0.5786,8,0,17315.23,Business,1
CUST_102654,55,33082.97,12.6,10305.45,0.3115,0.226,6,1,28026.68,Car,1
CUST_102655,27,27843.06,1.7,21179.96,0.7607,0.2939,5,0,19475.78,Car,1
CUST_102656,47,214080.58,17.4,15079.39,0.0704,0.5175,5,2,52454.15,Personal,1
CUST_102657,48,37198.34,11.3,13951.68,0.3751,0.0749,8,0,42453.09,Home,1
CUST_102658,42,74357.57,5.2,5585.72,0.0751,0.9303,8,0,26474.5,Car,1
CUST_102659,34,66943.97,10.3,23212.07,0.3467,0.2881,4,2,35653.32,Car,1
CUST_102660,27,25726.21,1.7,4839.42,0.1881,0.2396,7,1,12262.61,Home,1
CUST_102661,57,27290.35,4.4,6871.02,0.2518,0.1878,11,1,7344.67,Car,1
CUST_102662,42,29863.04,2.5,22459.36,0.7521,0.2739,9,0,3791.44,Car,1
CUST_102663,25,38829.53,2.7,15486.75,0.3988,0.5008,7,0,43597.1,Home,1
CUST_102664,22,27014.89,1.1,7268.04,0.269,0.3702,8,1,24675.93,Home,0
CUST_102665,47,15893.12,8.6,8287.8,0.5215,0.7251,6,0,1951.44,Education,1
CUST_102666,41,110184.83,6.8,18035.67,0.1637,0.182,13,1,94378.12,Home,1
CUST_102667,58,166649.3,12.8,42914.41,0.2575,0.1506,4,0,40441.65,Car,1
CUST_102668,35,33805.39,8.6,16463.17,0.487,0.1819,13,3,30302.82,Home,0
CUST_102669,41,33596.51,3.0,8063.78,0.24,0.017,6,0,22029.15,Home,1
CUST_102670,30,15320.27,7.5,9089.55,0.5933,0.3566,8,0,18011.14,Home,1
CUST_102671,43,66309.81,5.9,29388.05,0.4432,0.1003,12,0,38167.28,Home,1
CUST_102672,59,93546.88,31.2,62451.08,0.6676,0.9784,3,3,86422.48,Personal,0
CUST_102673,25,22134.15,1.1,17897.58,0.8086,0.1347,4,0,3219.22,Business,1
CUST_102674,21,22828.03,0.6,3256.28,0.1426,0.8328,8,0,25775.38,Car,0
CUST_102675,33,85246.99,3.3,27085.7,0.3177,0.9275,8,0,61267.51,Personal,0
CUST_102676,41,58104.16,3.3,17758.91,0.3056,0.7377,6,0,25893.53,Home,1
CUST_102677,46,17065.41,18.5,2917.27,0.1709,0.978,7,0,4088.57,Car,1
CUST_102678,65,58843.91,31.6,41087.32,0.6982,0.4686,7,3,47363.52,Home,0
CUST_102679,41,31627.34,8.0,20807.72,0.6579,0.0764,5,0,29126.34,Business,1
